,DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,CANTIDAD
2332,ANTIOQUIA,SAN ANDRES,5647,ARTEFACTO INCENDIARIO,2014-10-15,1
2333,META,GRANADA,50313,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-15,1
2334,META,LA MACARENA,50350,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-15,1
2335,NORTE DE SANTANDER,SARDINATA,54720,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-16,1
2336,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-16,1
2337,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-17,1
2338,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-17,1
2339,HUILA,IQUIRA,41357,COMBUSTIBLE,2014-10-18,1
2340,HUILA,NEIVA,41001,PAQUETE BOMBA,2014-10-18,1
2341,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-20,2
2342,CASANARE,AGUAZUL,85010,GRANADA DE MANO,2014-10-21,1
2343,META,GUAMAL,50318,GRANADA DE MANO,2014-10-21,1
2344,ANTIOQUIA,EL SANTUARIO,5697,GRANADA DE MANO,2014-10-22,1
2345,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-22,1
2346,ANTIOQUIA,CACERES,5120,MINA ANTIPERSONA,2014-10-27,1
2347,NARIÑO,EL CHARCO,52250,GRANADA DE MANO,2014-10-27,1
2348,ANTIOQUIA,TOLEDO,5819,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-28,3
2349,META,PUERTO CONCORDIA,50450,COMBUSTIBLE,2014-10-28,1
2350,ANTIOQUIA,VALDIVIA,5854,CILINDRO BOMBA,2014-10-29,1
2351,PUTUMAYO,MOCOA,86001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-30,1
2352,TOLIMA,CHAPARRAL,73168,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-30,1
2353,NARIÑO,BARBACOAS,52079,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-31,1
2354,CHOCÓ,QUIBDO,27001,GRANADA DE MANO,2014-11-01,1
2355,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-01,1
2356,HUILA,RIVERA,41615,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-03,1
2357,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-04,2
2358,NARIÑO,TUMACO,52835,GRANADA DE MANO,2014-11-04,1
2359,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-05,3
2360,ANTIOQUIA,ABEJORRAL,5002,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-06,1
2361,ANTIOQUIA,ANGOSTURA,5038,COMBUSTIBLE,2014-11-07,1
2362,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-08,1
2363,BOYACA,TUNJA,15001,GRANADA DE MANO,2014-11-11,1
2364,MAGDALENA,CIÉNAGA,47189,GRANADA DE MANO,2014-11-11,1
2365,ANTIOQUIA,VALDIVIA,5854,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-12,1
2366,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-12,1
2367,TOLIMA,IBAGUÉ,73001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-12,1
2368,HUILA,NEIVA,41001,COMBUSTIBLE,2014-11-13,1
2369,HUILA,CAMPOALEGRE,41132,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-15,1
2370,ANTIOQUIA,YARUMAL,5887,PAQUETE BOMBA,2014-11-16,1
2371,LA GUAJIRA,FONSECA,44279,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-17,1
2372,ANTIOQUIA,ANORI,5040,COMBUSTIBLE,2014-11-19,1
2373,VALLE DEL CAUCA,CARTAGO,76147,GRANADA DE MANO,2014-11-19,1
2374,HUILA,LA PLATA,41396,COMBUSTIBLE,2014-11-20,1
2375,HUILA,LA PLATA,41396,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-21,1
2376,HUILA,TELLO,41799,ARTEFACTO INCENDIARIO,2014-11-21,1
2377,TOLIMA,CAJAMARCA,73124,ARTEFACTO INCENDIARIO,2014-11-21,1
2378,CAUCA,GUAPI,19318,GRANADA DE MORTERO,2014-11-22,1
2379,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-22,1
2380,TOLIMA,PLANADAS,73555,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-24,1
2381,ANTIOQUIA,TARAZA,5790,MINA ANTIPERSONA,2014-11-25,1
2382,BOYACA,CUBARÁ,15223,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-26,1
2383,NORTE DE SANTANDER,CÚCUTA,54001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-26,1
2384,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-26,1
2385,ANTIOQUIA,TARAZA,5790,GRANADA DE MANO,2014-11-27,1
2386,CAUCA,CORINTO,19212,COMBUSTIBLE,2014-11-27,1
2387,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-27,1
2388,CAUCA,INZÁ,19355,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-28,1
2389,NORTE DE SANTANDER,TIBÚ,54810,COMBUSTIBLE,2014-11-28,1
2390,NARIÑO,SAMANIEGO,52678,COMBUSTIBLE,2014-11-29,1
2391,VALLE DEL CAUCA,JAMUNDÍ,76364,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-29,1
2392,VALLE DEL CAUCA,JAMUNDÍ,76364,GRANADA DE MANO,2014-11-29,1
2393,HUILA,ALGECIRAS,41020,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-11-30,1
2394,HUILA,ALGECIRAS,41020,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-02,1
2395,NORTE DE SANTANDER,SARDINATA,54720,MINA ANTIPERSONA,2014-12-02,1
2396,CAUCA,CALDONO,19137,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-03,1
2397,META,PUERTO LLERAS,50577,COMBUSTIBLE,2014-12-03,2
2398,NORTE DE SANTANDER,CONVENCIÓN,54206,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-03,8
2399,NORTE DE SANTANDER,EL CARMEN,54245,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-03,5
2400,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-04,1
2401,META,VILLAVICENCIO,50001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-05,1
2402,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-07,1
2403,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-08,1
2404,TOLIMA,NATAGAIMA,73483,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-08,1
2405,TOLIMA,RONCESVALLES,73622,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-08,1
2406,HUILA,CAMPOALEGRE,41132,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-09,1
2407,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-09,1
2408,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-10,1
2409,HUILA,NEIVA,41001,GRANADA DE MANO,2014-12-12,1
2410,NARIÑO,LA TOLA,52390,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-15,1
2411,META,VILLAVICENCIO,50001,GRANADA DE MANO,2014-12-17,1
2412,NORTE DE SANTANDER,OCAÑA,54498,CARRO BOMBA,2014-12-17,1
2413,NORTE DE SANTANDER,CÚCUTA,54001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-18,1
2414,NORTE DE SANTANDER,TOLEDO,54820,ARMA DE FUEGO,2014-12-18,1
2415,CAUCA,CALDONO,19137,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-19,1
2416,NARIÑO,ANCUYÁ,52036,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-19,1
2417,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-22,1
2418,NORTE DE SANTANDER,SAN CALIXTO,54670,GRANADA DE MANO,2014-12-23,1
2419,NORTE DE SANTANDER,VILLA DEL ROSARIO,54874,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-12-30,1
2420,HUILA,HOBO,41349,GRANADA DE MANO,2014-12-31,1
2421,HUILA,NEIVA,41001,ARTEFACTO INCENDIARIO,2014-12-31,1
2422,VALLE DEL CAUCA,FLORIDA,76275,GRANADA DE MANO,2015-01-01,1
2423,META,MESETAS,50330,MINA ANTIPERSONA,2015-01-03,1
2424,VALLE DEL CAUCA,FLORIDA,76275,GRANADA DE MANO,2015-01-08,1
2425,ANTIOQUIA,SAN ANDRES,5647,COMBUSTIBLE,2015-01-10,1
2426,CHOCÓ,QUIBDO,27001,ARMA DE FUEGO,2015-01-11,2
2427,ANTIOQUIA,TARAZA,5790,MINA ANTIPERSONA,2015-01-14,1
2428,HUILA,NEIVA,41001,GRANADA DE MANO,2015-01-14,1
2429,ANTIOQUIA,YARUMAL,5887,GRANADA DE MANO,2015-01-22,1
2430,TOLIMA,PLANADAS,73555,GRANADA DE MANO,2015-01-23,1
2431,NORTE DE SANTANDER,LA PLAYA,54398,GRANADA DE MANO,2015-01-31,1
2432,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-02-02,1
2433,ANTIOQUIA,CACERES,5120,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-02-05,1
2434,CHOCÓ,TADÓ,27787,ARMA DE FUEGO,2015-02-05,1
2435,CHOCÓ,QUIBDO,27001,ARMA DE FUEGO,2015-02-08,1
2436,CHOCÓ,QUIBDO,27001,ARTEFACTO INCENDIARIO,2015-02-09,1
2437,CHOCÓ,QUIBDO,27001,COMBUSTIBLE,2015-02-09,1
2438,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-02-10,1
2439,ANTIOQUIA,BRICEÑO,5107,MINA ANTIPERSONA,2015-02-11,1
2440,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-02-11,1
2441,MAGDALENA,SANTA MARTA,47001,GRANADA DE MANO,2015-02-13,1
2442,ANTIOQUIA,VALDIVIA,5854,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-02-14,1
2443,NORTE DE SANTANDER,SARDINATA,54720,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-02-15,1
2444,PUTUMAYO,MOCOA,86001,COMBUSTIBLE,2015-02-16,1
2445,ANTIOQUIA,VALDIVIA,5854,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-02-18,1
2446,ANTIOQUIA,ITUANGO,5361,MINA ANTIPERSONA,2015-02-18,1
2447,NORTE DE SANTANDER,OCAÑA,54498,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-02-18,1
2448,ANTIOQUIA,CAUCASIA,5154,COMBUSTIBLE,2015-02-20,1
2449,META,VISTA HERMOSA,50711,GRANADA DE MANO,2015-02-23,1
2450,MAGDALENA,SANTA MARTA,47001,GRANADA DE MANO,2015-02-24,1
2451,NARIÑO,TUMACO,52835,GRANADA DE MANO,2015-02-25,3
2452,NARIÑO,TUMACO,52835,GRANADA DE MANO,2015-02-26,1
2453,NARIÑO,TUMACO,52835,GRANADA DE MANO,2015-02-27,1
2454,BOGOTA D.C.,BOGOTÁ D.C.,11001,PAQUETE BOMBA,2015-03-02,1
2455,ANTIOQUIA,SALGAR,5642,ARMA DE FUEGO,2015-03-03,1
2456,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-03-06,1
2457,ANTIOQUIA,TARAZA,5790,MINA ANTIPERSONA,2015-03-10,1
2458,ANTIOQUIA,SEGOVIA,5736,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-03-11,1
2459,ANTIOQUIA,CACERES,5120,MINA ANTIPERSONA,2015-03-11,1
2460,ARAUCA,TAME,81794,COMBUSTIBLE,2015-03-11,1
2461,HUILA,SALADOBLANCO,41660,COMBUSTIBLE,2015-03-11,1
2462,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-03-12,1
2463,PUTUMAYO,SAN FRANCISCO,86755,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-03-12,1
2464,ANTIOQUIA,EL BAGRE,5250,MINA ANTIPERSONA,2015-03-15,1
2465,META,SAN CARLOS DE GUAROA,50680,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-03-15,1
2466,NORTE DE SANTANDER,OCAÑA,54498,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-03-15,1
2467,ANTIOQUIA,MEDELLIN,5001,GRANADA DE MANO,2015-03-25,1
2468,ANTIOQUIA,EL BAGRE,5250,COMBUSTIBLE,2015-03-31,1
2469,CHOCÓ,TADÓ,27787,ARMA DE FUEGO,2015-04-04,1
2470,BOLIVAR,ARENAL,13042,GRANADA DE MANO,2015-04-06,1
2471,ANTIOQUIA,BARBOSA,5079,GRANADA DE MANO,2015-04-07,1
2472,ANTIOQUIA,VALDIVIA,5854,GRANADA DE MANO,2015-04-08,1
2473,NORTE DE SANTANDER,HACARÍ,54344,CILINDRO BOMBA,2015-04-08,1
2474,NORTE DE SANTANDER,OCAÑA,54498,GRANADA DE MANO,2015-04-10,1
2475,CHOCÓ,TADÓ,27787,GRANADA DE MANO,2015-04-17,1
2476,NORTE DE SANTANDER,TOLEDO,54820,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-04-19,1
2477,ARAUCA,SARAVENA,81736,ARMA DE FUEGO,2015-04-21,1
2478,BOYACA,TUNJA,15001,PAPA EXPLOSIVA,2015-04-22,1
2479,CAUCA,CALOTO,19142,GRANADA DE MANO,2015-05-04,1
2480,PUTUMAYO,ORITO,86320,GRANADA DE MANO,2015-05-07,1
2481,CAUCA,SANTANDER DE QUILICHAO,19698,COMBUSTIBLE,2015-05-09,1
2482,CAUCA,CORINTO,19212,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-05-12,1
2483,CASANARE,AGUAZUL,85010,GRANADA DE MANO,2015-05-20,1
2484,CAUCA,BUENOS AIRES,19110,MINA ANTIPERSONA,2015-05-20,1
2485,NARIÑO,TUMACO,52835,GRANADA DE MANO,2015-05-23,1
2486,META,VILLAVICENCIO,50001,GRANADA DE MANO,2015-05-24,1
2487,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-05-26,1
2488,NARIÑO,TUMACO,52835,GRANADA DE MANO,2015-05-26,2
2489,ANTIOQUIA,CAMPAMENTO,5134,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-05-27,1
2490,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-05-27,2
2491,CAUCA,PATÍA,19532,CILINDRO BOMBA,2015-05-28,1
2492,NARIÑO,LA TOLA,52390,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-05-28,1
2493,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-05-28,1
2494,NARIÑO,BARBACOAS,52079,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-05-29,2
2495,PUTUMAYO,SAN MIGUEL,86757,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-05-30,1
2496,ANTIOQUIA,TOLEDO,5819,COMBUSTIBLE,2015-05-31,1
2497,PUTUMAYO,PUERTO CAICEDO,86569,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-05-31,1
2498,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-05-31,1
2499,VALLE DEL CAUCA,BUENAVENTURA,76109,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-05-31,1
2500,ANTIOQUIA,TOLEDO,5819,COMBUSTIBLE,2015-06-01,1
2501,CAUCA,ARGELIA,19050,ARMA DE FUEGO,2015-06-01,1
2502,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-01,3
2503,NORTE DE SANTANDER,SARDINATA,54720,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-01,1
2504,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-01,1
2505,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-01,1
2506,META,PUERTO CONCORDIA,50450,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-02,1
2507,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-02,3
2508,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-02,1
2509,CAUCA,MERCADERES,19450,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-03,1
2510,CAUCA,PIAMONTE,19533,ARTEFACTO INCENDIARIO,2015-06-03,1
2511,CAUCA,CALDONO,19137,OLLA BOMBA,2015-06-03,1
2512,NARIÑO,LA TOLA,52390,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-03,1
2513,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-03,4
2514,NORTE DE SANTANDER,EL CARMEN,54245,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-03,1
2515,ARAUCA,ARAUCA,81001,COMBUSTIBLE,2015-06-04,1
2516,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-04,1
2517,CASANARE,NUNCHÍA,85225,COMBUSTIBLE,2015-06-05,1
2518,CAUCA,PIENDAMÓ,19548,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-05,1
2519,CAUCA,CORINTO,19212,COMBUSTIBLE,2015-06-05,1
2520,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-05,1
2521,ANTIOQUIA,SAN ANDRES,5647,COMBUSTIBLE,2015-06-06,1
2522,CAUCA,GUAPI,19318,GRANADA DE MANO,2015-06-06,1
2523,CAUCA,BUENOS AIRES,19110,COMBUSTIBLE,2015-06-06,1
2524,CHOCÓ,QUIBDO,27001,ARMA DE FUEGO,2015-06-06,1
2525,HUILA,ALGECIRAS,41020,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-06,2
2526,PUTUMAYO,MOCOA,86001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-06,1
2527,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-06,1
2528,CAQUETÁ,CURRILLO,18205,CILINDRO BOMBA,2015-06-07,1
2529,CAUCA,ARGELIA,19050,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-07,1
2530,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-07,2
2531,HUILA,CAMPOALEGRE,41132,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-08,1
2532,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-08,1
2533,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-08,1
2534,PUTUMAYO,PUERTO ASÍS,86568,COMBUSTIBLE,2015-06-08,1
2535,CAQUETÁ,BELÉN DE LOS ANDAQUÍES,18094,COMBUSTIBLE,2015-06-09,1
2536,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-09,1
2537,CAQUETÁ,FLORENCIA,18001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-10,1
2538,CAUCA,PATÍA,19532,COMBUSTIBLE,2015-06-10,1
2539,GUAVIARE,CALAMAR,95015,GRANADA DE MANO,2015-06-11,1
2540,MAGDALENA,FUNDACIÓN,47288,GRANADA DE MANO,2015-06-11,1
2541,NARIÑO,CÓRDOBA,52215,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-11,1
2542,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-11,1
2543,PUTUMAYO,PUERTO ASÍS,86568,ARMA DE FUEGO,2015-06-11,1
2544,CUNDINAMARCA,MEDINA,25438,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-12,1
2545,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2015-06-12,1
2546,META,FUENTE DE ORO,50287,COMBUSTIBLE,2015-06-12,1
2547,NARIÑO,LEIVA,52405,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-12,1
2548,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-12,1
2549,NARIÑO,EL ROSARIO,52256,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-13,1
2550,TOLIMA,CHAPARRAL,73168,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-13,1
2551,NARIÑO,EL ROSARIO,52256,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-14,1
2552,VALLE DEL CAUCA,BUENAVENTURA,76109,GRANADA DE MANO,2015-06-14,1
2553,ANTIOQUIA,YARUMAL,5887,ARTEFACTO INCENDIARIO,2015-06-15,1
2554,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-15,1
2555,CAUCA,MERCADERES,19450,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-16,1
2556,META,SAN JUAN DE ARAMA,50683,COMBUSTIBLE,2015-06-16,1
2557,NARIÑO,BARBACOAS,52079,GRANADA DE MANO,2015-06-16,1
2558,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-16,1
2559,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-16,1
2560,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-16,1
2561,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-17,1
2562,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-17,1
2563,PUTUMAYO,PUERTO GUZMÁN,86571,COMBUSTIBLE,2015-06-17,1
2564,ANTIOQUIA,GUADALUPE,5315,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-18,1
2565,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-18,1
2566,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-18,1
2567,HUILA,ALGECIRAS,41020,COMBUSTIBLE,2015-06-19,1
2568,META,LEJANÍAS,50400,ARMA DE FUEGO,2015-06-19,1
2569,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-19,1
2570,ANTIOQUIA,ANORI,5040,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-20,1
2571,LA GUAJIRA,BARRANCAS,44078,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-20,1
2572,NARIÑO,BARBACOAS,52079,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-20,1
2573,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-20,1
2574,ANTIOQUIA,URRAO,5847,MINA ANTIPERSONA,2015-06-21,1
2575,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-21,1
2576,NORTE DE SANTANDER,TIBÚ,54810,ARMA DE FUEGO,2015-06-21,1
2577,ANTIOQUIA,TOLEDO,5819,ARTEFACTO INCENDIARIO,2015-06-22,1
2578,CAUCA,PATÍA,19532,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-22,2
2579,CAUCA,ARGELIA,19050,ARTEFACTO INCENDIARIO,2015-06-22,1
2580,GUAVIARE,SAN JOSÉ DEL GUAVIARE,95001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-22,1
2581,NARIÑO,EL CHARCO,52250,ARTEFACTO INCENDIARIO,2015-06-22,1
2582,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-22,1
2583,ANTIOQUIA,PUERTO BERRIO,5579,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-23,1
2584,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-24,1
2585,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-24,1
2586,NARIÑO,TUMACO,52835,ARTEFACTO INCENDIARIO,2015-06-25,1
2587,PUTUMAYO,PUERTO ASÍS,86568,ARMA DE FUEGO,2015-06-26,1
2588,PUTUMAYO,PUERTO ASÍS,86568,CILINDRO BOMBA,2015-06-26,1
2589,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-27,1
2590,META,VISTA HERMOSA,50711,COMBUSTIBLE,2015-06-27,1
2591,LA GUAJIRA,DISTRACCION,44098,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-28,1
2592,GUAVIARE,SAN JOSÉ DEL GUAVIARE,95001,GRANADA DE MANO,2015-06-28,1
2593,META,FUENTE DE ORO,50287,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-29,1
2594,META,VILLAVICENCIO,50001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-29,1
2595,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-29,1
2596,ANTIOQUIA,CAMPAMENTO,5134,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-30,1
2597,ARAUCA,FORTUL,81300,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2015-06-30,1
