,DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,CANTIDAD
921,META,VISTA HERMOSA,50711,MINA ANTIPERSONA,2012-06-06,1
922,LA GUAJIRA,RIOHACHA,44001,GRANADA DE MANO,2012-06-07,1
923,META,EL CASTILLO,50251,COMBUSTIBLE,2012-06-07,1
924,TOLIMA,CHAPARRAL,73168,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-07,1
925,MAGDALENA,CIÉNAGA,47189,GRANADA DE MANO,2012-06-09,1
926,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-09,1
927,ANTIOQUIA,VALDIVIA,5854,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-10,1
928,LA GUAJIRA,RIOHACHA,44001,GRANADA DE MANO,2012-06-11,2
929,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-11,1
930,ANTIOQUIA,TARAZA,5790,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-12,1
931,META,VILLAVICENCIO,50001,GRANADA DE MANO,2012-06-13,1
932,PUTUMAYO,PUERTO CAICEDO,86569,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-14,1
933,VICHADA,CUMARIBO,99773,MINA ANTIPERSONA,2012-06-15,1
934,ANTIOQUIA,MEDELLIN,5001,GRANADA DE MANO,2012-06-16,1
935,CAUCA,ARGELIA,19050,ROCKET,2012-06-16,1
936,LA GUAJIRA,RIOHACHA,44001,GRANADA DE MANO,2012-06-16,1
937,NARIÑO,LA LLANADA,52385,NO REPORTADO,2012-06-16,1
938,VALLE DEL CAUCA,BUENAVENTURA,76109,GRANADA DE MANO,2012-06-17,1
939,ANTIOQUIA,SAN ANDRES,5647,ARTEFACTO INCENDIARIO,2012-06-18,1
940,META,VILLAVICENCIO,50001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-18,1
941,CAUCA,CALDONO,19137,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-19,1
942,CAUCA,SANTANDER DE QUILICHAO,19698,MOTO BOMBA,2012-06-19,1
943,HUILA,ALGECIRAS,41020,PAQUETE BOMBA,2012-06-19,1
944,CASANARE,AGUAZUL,85010,ARTEFACTO INCENDIARIO,2012-06-20,1
945,NARIÑO,RICAURTE,52612,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-20,1
946,NARIÑO,TÚQUERRES,52838,GRANADA DE FUSIL,2012-06-20,2
947,TOLIMA,CHAPARRAL,73168,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-20,1
948,GUAVIARE,CALAMAR,95015,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-21,1
949,META,VILLAVICENCIO,50001,GRANADA DE MANO,2012-06-22,1
950,ARAUCA,ARAUQUITA,81065,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-23,1
951,META,VISTA HERMOSA,50711,GRANADA DE MANO,2012-06-23,1
952,VALLE DEL CAUCA,FLORIDA,76275,CILINDRO BOMBA,2012-06-23,1
953,CAUCA,CORINTO,19212,CARRO BOMBA,2012-06-24,1
954,ARAUCA,ARAUQUITA,81065,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-25,1
955,LA GUAJIRA,RIOHACHA,44001,GRANADA DE MANO,2012-06-25,1
956,META,VILLAVICENCIO,50001,GRANADA DE MANO,2012-06-25,1
957,META,MESETAS,50330,MINA ANTIPERSONA,2012-06-25,1
958,VALLE DEL CAUCA,TULUÁ,76834,GRANADA DE MANO,2012-06-25,1
959,ARAUCA,TAME,81794,COMBUSTIBLE,2012-06-26,1
960,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-26,1
961,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2012-06-27,1
962,LA GUAJIRA,MAICAO,44430,GRANADA DE MANO,2012-06-27,1
963,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-06-27,1
964,ARAUCA,FORTUL,81300,COMBUSTIBLE,2012-06-28,2
965,NARIÑO,SANTA CRUZ,52699,ARTEFACTO INCENDIARIO,2012-06-29,1
966,ANTIOQUIA,TOLEDO,5819,ARTEFACTO INCENDIARIO,2012-07-01,1
967,LA GUAJIRA,RIOHACHA,44001,GRANADA DE MANO,2012-07-01,1
968,META,VILLAVICENCIO,50001,GRANADA DE MANO,2012-07-01,1
969,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,MOTO BOMBA,2012-07-02,1
970,CAUCA,ARGELIA,19050,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-02,1
971,CAUCA,ARGELIA,19050,GRANADA DE MORTERO,2012-07-02,1
972,CHOCÓ,SIPÍ,27745,ARMA DE FUEGO,2012-07-02,1
973,CASANARE,YOPAL,85001,ARTEFACTO INCENDIARIO,2012-07-03,1
974,CAUCA,JAMBALÓ,19364,CILINDRO BOMBA,2012-07-03,1
975,META,VILLAVICENCIO,50001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-03,1
976,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-03,1
977,PUTUMAYO,SAN MIGUEL,86757,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-03,1
978,CASANARE,AGUAZUL,85010,GRANADA DE MANO,2012-07-04,1
979,NARIÑO,SAMANIEGO,52678,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-04,1
980,NORTE DE SANTANDER,PAMPLONA,54518,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-04,1
981,PUTUMAYO,PUERTO CAICEDO,86569,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-04,1
982,ANTIOQUIA,SEGOVIA,5736,GRANADA DE MANO,2012-07-06,1
983,ANTIOQUIA,SEGOVIA,5736,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-08,1
984,LA GUAJIRA,RIOHACHA,44001,GRANADA DE MANO,2012-07-08,1
985,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-08,1
986,CAUCA,ARGELIA,19050,MOTO BOMBA,2012-07-10,1
987,ANTIOQUIA,CHIGORODO,5172,MINA ANTIPERSONA,2012-07-12,1
988,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-12,1
989,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2012-07-13,1
990,HUILA,NEIVA,41001,GRANADA DE MANO,2012-07-13,1
991,META,LEJANÍAS,50400,MINA ANTIPERSONA,2012-07-13,1
992,ANTIOQUIA,CAREPA,5147,MINA ANTIPERSONA,2012-07-14,1
993,LA GUAJIRA,URIBIA,44847,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-14,1
994,CAUCA,PÁEZ,19517,COMBUSTIBLE,2012-07-16,1
995,ANTIOQUIA,TOLEDO,5819,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-17,1
996,LA GUAJIRA,MAICAO,44430,GRANADA DE MANO,2012-07-17,1
997,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-19,1
998,CAQUETÁ,PUERTO RICO,18592,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-20,2
999,NARIÑO,LA TOLA,52390,GRANADA DE MORTERO,2012-07-20,1
1000,NORTE DE SANTANDER,BUCARASICA,54109,ARTEFACTO INCENDIARIO,2012-07-20,1
1001,NORTE DE SANTANDER,BUCARASICA,54109,CILINDRO BOMBA,2012-07-20,1
1002,PUTUMAYO,SAN MIGUEL,86757,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-20,1
1003,LA GUAJIRA,RIOHACHA,44001,GRANADA DE MANO,2012-07-23,1
1004,HUILA,ALGECIRAS,41020,GRANADA DE MANO,2012-07-24,1
1005,HUILA,NEIVA,41001,COMBUSTIBLE,2012-07-24,1
1006,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-24,1
1007,CHOCÓ,QUIBDO,27001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-25,1
1008,ARAUCA,ARAUQUITA,81065,COMBUSTIBLE,2012-07-26,1
1009,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-26,1
1010,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-26,1
1011,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-26,1
1012,MAGDALENA,FUNDACIÓN,47288,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-28,1
1013,VALLE DEL CAUCA,CALI,76001,GRANADA DE MANO,2012-07-28,1
1014,ANTIOQUIA,ANORI,5040,MINA ANTIPERSONA,2012-07-29,1
1015,VICHADA,CUMARIBO,99773,ARMA DE FUEGO,2012-07-30,1
1016,ARAUCA,SARAVENA,81736,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-07-31,1
1017,CHOCÓ,QUIBDO,27001,GRANADA DE MANO,2012-08-01,1
1018,ARAUCA,TAME,81794,MOTO BOMBA,2012-08-02,1
1019,ANTIOQUIA,TOLEDO,5819,ARTEFACTO INCENDIARIO,2012-08-03,1
1020,ARAUCA,SARAVENA,81736,GRANADA DE MANO,2012-08-03,1
1021,ARAUCA,TAME,81794,COMBUSTIBLE,2012-08-03,1
1022,CESAR,SAN DIEGO,20750,CILINDRO BOMBA,2012-08-03,1
1023,LA GUAJIRA,ALBANIA,44035,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-04,1
1024,LA GUAJIRA,MAICAO,44430,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-04,1
1025,ANTIOQUIA,MEDELLIN,5001,GRANADA DE MANO,2012-08-05,1
1026,VALLE DEL CAUCA,PRADERA,76563,GRANADA DE MANO,2012-08-05,1
1027,ARAUCA,TAME,81794,MOTO BOMBA,2012-08-06,1
1028,CASANARE,NUNCHÍA,85225,PAQUETE BOMBA,2012-08-06,1
1029,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-06,1
1030,ANTIOQUIA,SAN ANDRES,5647,ARTEFACTO INCENDIARIO,2012-08-07,1
1031,ANTIOQUIA,DABEIBA,5234,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-08,1
1032,ANTIOQUIA,SAN ANDRES,5647,BURRO BOMBA,2012-08-08,1
1033,LA GUAJIRA,ALBANIA,44035,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-08,1
1034,LA GUAJIRA,DISTRACCION,44098,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-08,1
1035,LA GUAJIRA,MAICAO,44430,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-08,1
1036,PUTUMAYO,SAN MIGUEL,86757,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-08,1
1037,SANTANDER,BARRANCABERMEJA,68081,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-08,1
1038,BOYACA,PISBA,15550,GRANADA DE FUSIL,2012-08-09,1
1039,CAUCA,GUACHENE,19300,CARRO BOMBA,2012-08-09,1
1040,CAUCA,CALOTO,19142,OLLA BOMBA,2012-08-09,1
1041,NARIÑO,MALLAMA,52435,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-09,1
1042,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-09,1
1043,CAUCA,PATÍA,19532,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-10,1
1044,CAUCA,SANTANDER DE QUILICHAO,19698,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-10,1
1045,CAUCA,SUÁREZ,19780,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-10,1
1046,CAUCA,SANTANDER DE QUILICHAO,19698,PAQUETE BOMBA,2012-08-10,1
1047,CAUCA,TIMBÍO,19807,PAQUETE BOMBA,2012-08-10,1
1048,CAUCA,PIENDAMÓ,19548,CARRO BOMBA,2012-08-10,1
1049,CAUCA,PATÍA,19532,OLLA BOMBA,2012-08-10,1
1050,META,MESETAS,50330,COMBUSTIBLE,2012-08-10,1
1051,NARIÑO,BARBACOAS,52079,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-10,1
1052,NARIÑO,RICAURTE,52612,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-10,1
1053,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-10,1
1054,VALLE DEL CAUCA,BUENAVENTURA,76109,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-10,1
1055,VALLE DEL CAUCA,BUGA,76111,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-10,2
1056,VALLE DEL CAUCA,SAN PEDRO,76670,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-10,1
1057,ARAUCA,SARAVENA,81736,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-11,1
1058,CAUCA,SUÁREZ,19780,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-11,1
1059,CAUCA,CALDONO,19137,OLLA BOMBA,2012-08-11,1
1060,CAUCA,TOTORÓ,19824,OLLA BOMBA,2012-08-11,1
1061,META,PUERTO RICO,50590,COMBUSTIBLE,2012-08-11,1
1062,ARAUCA,SARAVENA,81736,GRANADA DE MANO,2012-08-12,1
1063,CAUCA,CAJIBÍO,19130,OLLA BOMBA,2012-08-12,1
1064,CAUCA,INZÁ,19355,OLLA BOMBA,2012-08-12,1
1065,CAUCA,PIENDAMÓ,19548,OLLA BOMBA,2012-08-12,1
1066,VALLE DEL CAUCA,BUGA,76111,ARTEFACTO INCENDIARIO,2012-08-12,1
1067,CHOCÓ,QUIBDO,27001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-13,1
1068,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-13,1
1069,ARAUCA,TAME,81794,COMBUSTIBLE,2012-08-14,1
1070,CAUCA,CAJIBÍO,19130,BALON BOMBA,2012-08-14,1
1071,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-14,1
1072,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-14,1
1073,CAUCA,PATÍA,19532,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-15,1
1074,CAUCA,PIENDAMÓ,19548,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-15,1
1075,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-15,1
1076,SANTANDER,BARRANCABERMEJA,68081,GRANADA DE MANO,2012-08-15,1
1077,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-16,1
1078,VALLE DEL CAUCA,TULUÁ,76834,ARTEFACTO INCENDIARIO,2012-08-16,1
1079,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-17,1
1080,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-18,1
1081,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-18,1
1082,ARAUCA,ARAUCA,81001,GRANADA DE MANO,2012-08-19,1
1083,CHOCÓ,QUIBDO,27001,PAQUETE BOMBA,2012-08-19,1
1084,NARIÑO,RICAURTE,52612,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-19,1
1085,NARIÑO,TÚQUERRES,52838,COMBUSTIBLE,2012-08-19,1
1086,VALLE DEL CAUCA,SAN PEDRO,76670,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-19,1
1087,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-20,1
1088,PUTUMAYO,SAN MIGUEL,86757,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-20,2
1089,TOLIMA,DOLORES,73236,ARTEFACTO INCENDIARIO,2012-08-20,1
1090,ARAUCA,ARAUQUITA,81065,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-21,2
1091,VALLE DEL CAUCA,DAGUA,76233,ARMA DE FUEGO,2012-08-22,1
1092,BOYACA,SOGAMOSO,15759,GRANADA DE MANO,2012-08-23,1
1093,GUAVIARE,SAN JOSÉ DEL GUAVIARE,95001,GRANADA DE MANO,2012-08-23,1
1094,META,GRANADA,50313,GRANADA DE MANO,2012-08-23,1
1095,NARIÑO,PASTO,52001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-24,1
1096,NARIÑO,PUERRES,52573,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-24,1
1097,PUTUMAYO,MOCOA,86001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-24,1
1098,ARAUCA,TAME,81794,CARRO BOMBA,2012-08-25,1
1099,NARIÑO,TÚQUERRES,52838,PAQUETE BOMBA,2012-08-25,1
1100,META,VISTA HERMOSA,50711,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-26,1
1101,META,URIBE,50370,GRANADA DE MANO,2012-08-26,1
1102,CHOCÓ,QUIBDO,27001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-27,1
1103,NARIÑO,LINARES,52411,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-27,2
1104,TOLIMA,CHAPARRAL,73168,PAQUETE BOMBA,2012-08-27,1
1105,VALLE DEL CAUCA,BUENAVENTURA,76109,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-28,1
1106,ARAUCA,TAME,81794,CILINDRO BOMBA,2012-08-29,1
1107,LA GUAJIRA,ALBANIA,44035,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-29,1
1108,META,URIBE,50370,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-29,1
1109,CAUCA,MERCADERES,19450,OLLA BOMBA,2012-08-30,1
1110,CESAR,VALLEDUPAR,20001,GRANADA DE MANO,2012-08-30,1
1111,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-30,1
1112,LA GUAJIRA,MAICAO,44430,GRANADA DE MANO,2012-08-30,1
1113,ANTIOQUIA,RIONEGRO,5615,GRANADA DE MANO,2012-08-31,1
1114,CAUCA,POPAYÁN,19001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-31,1
1115,META,VILLAVICENCIO,50001,GRANADA DE MANO,2012-08-31,1
1116,PUTUMAYO,SAN MIGUEL,86757,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-31,1
1117,VALLE DEL CAUCA,CALI,76001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-31,1
1118,VALLE DEL CAUCA,SAN PEDRO,76670,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-08-31,1
1119,CAUCA,CORINTO,19212,ARMA DE FUEGO,2012-09-01,1
1120,SANTANDER,BARRANCABERMEJA,68081,GRANADA DE MANO,2012-09-01,1
1121,ANTIOQUIA,ANORI,5040,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-09-02,1
1122,ANTIOQUIA,SAN ANDRES,5647,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-09-02,1
1123,CAUCA,INZÁ,19355,ARTEFACTO INCENDIARIO,2012-09-02,1
1124,QUINDIO,ARMENIA,63001,PAQUETE BOMBA,2012-09-03,1
1125,CAUCA,TIMBIQUÍ,19809,GRANADA DE MANO,2012-09-04,1
1126,LA GUAJIRA,ALBANIA,44035,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-09-04,1
1127,HUILA,CAMPOALEGRE,41132,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-09-04,1
1128,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-09-04,1
1129,GUAVIARE,SAN JOSÉ DEL GUAVIARE,95001,GRANADA DE MANO,2012-09-05,1
1130,CESAR,VALLEDUPAR,20001,GRANADA DE MANO,2012-09-06,1
1131,CHOCÓ,EL CARMEN DE ATRATO,27245,COMBUSTIBLE,2012-09-06,1
1132,CHOCÓ,QUIBDO,27001,COMBUSTIBLE,2012-09-06,1
1133,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-09-06,1
1134,TOLIMA,SAN ANTONIO,73675,ARTEFACTO INCENDIARIO,2012-09-07,1
1135,ANTIOQUIA,EL BAGRE,5250,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-09-10,1
1136,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,PAQUETE BOMBA,2012-09-10,1
1137,LA GUAJIRA,MAICAO,44430,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-09-11,1
1138,ANTIOQUIA,MEDELLIN,5001,GRANADA DE MANO,2012-09-13,1
1139,META,SAN JUAN DE ARAMA,50683,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-09-14,1
1140,META,PUERTO RICO,50590,COMBUSTIBLE,2012-09-14,1
1141,VALLE DEL CAUCA,TULUÁ,76834,GRANADA DE MANO,2012-09-14,2
1142,NARIÑO,BARBACOAS,52079,PAQUETE BOMBA,2012-09-15,1
1143,PUTUMAYO,VALLE DEL GUAMUEZ,86865,GRANADA DE MORTERO,2012-09-16,1
1144,META,VILLAVICENCIO,50001,GRANADA DE MANO,2012-09-18,1
1145,NORTE DE SANTANDER,EL TARRA,54250,ARTEFACTO INCENDIARIO,2012-09-19,2
1146,CASANARE,YOPAL,85001,GRANADA DE MANO,2012-09-21,1
1147,CAUCA,PATÍA,19532,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-09-21,1
1148,HUILA,NEIVA,41001,GRANADA DE MANO,2012-09-21,1
1149,NORTE DE SANTANDER,OCAÑA,54498,ARTEFACTO INCENDIARIO,2012-09-21,1
1150,ARAUCA,ARAUCA,81001,ARMA DE FUEGO,2012-09-22,1
1151,CAUCA,CORINTO,19212,ARMA DE FUEGO,2012-09-22,1
1152,LA GUAJIRA,RIOHACHA,44001,GRANADA DE MANO,2012-09-22,1
1153,ANTIOQUIA,ITUANGO,5361,GRANADA DE MANO,2012-09-23,1
1154,LA GUAJIRA,RIOHACHA,44001,GRANADA DE MANO,2012-09-25,1
1155,META,PUERTO LLERAS,50577,COMBUSTIBLE,2012-09-25,1
1156,BOYACA,DUITAMA,15238,GRANADA DE MANO,2012-09-26,1
1157,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2012-09-26,1
1158,LA GUAJIRA,VILLANUEVA,44874,COMBUSTIBLE,2012-09-27,1
1159,MAGDALENA,SANTA MARTA,47001,GRANADA DE MANO,2012-09-27,1
1160,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-09-27,1
1161,NARIÑO,SAPUYES,52720,PAQUETE BOMBA,2012-09-28,1
1162,NORTE DE SANTANDER,EL TARRA,54250,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-09-28,1
1163,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-09-28,1
1164,NARIÑO,BARBACOAS,52079,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-09-29,1
1165,TOLIMA,PLANADAS,73555,MOTO BOMBA,2012-09-29,1
1166,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO INCENDIARIO,2012-10-01,1
1167,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-01,1
1168,NARIÑO,SANTA CRUZ,52699,ARMA DE FUEGO,2012-10-02,1
1169,ARAUCA,SARAVENA,81736,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-03,1
1170,PUTUMAYO,PUERTO LEGUÍZAMO,86573,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-03,1
1171,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-05,1
1172,ARAUCA,SARAVENA,81736,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-08,1
1173,MAGDALENA,CIÉNAGA,47189,GRANADA DE MANO,2012-10-08,1
1174,NORTE DE SANTANDER,CONVENCIÓN,54206,ARTEFACTO INCENDIARIO,2012-10-08,1
1175,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-08,1
1176,HUILA,CAMPOALEGRE,41132,GRANADA DE MANO,2012-10-09,1
1177,VALLE DEL CAUCA,TULUÁ,76834,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-10,1
1178,VALLE DEL CAUCA,PALMIRA,76520,GRANADA DE MANO,2012-10-10,1
1179,CAUCA,CORINTO,19212,GRANADA DE MANO,2012-10-11,1
1180,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO INCENDIARIO,2012-10-11,1
1181,TOLIMA,IBAGUÉ,73001,GRANADA DE MANO,2012-10-12,1
1182,VALLE DEL CAUCA,DAGUA,76233,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-12,1
1183,ANTIOQUIA,SABANALARGA,5628,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-14,1
1184,ARAUCA,TAME,81794,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-14,1
1185,HUILA,CAMPOALEGRE,41132,GRANADA DE MANO,2012-10-14,1
1186,ARAUCA,ARAUQUITA,81065,COMBUSTIBLE,2012-10-16,1
1187,VALLE DEL CAUCA,SAN PEDRO,76670,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-16,1
1188,GUAVIARE,SAN JOSÉ DEL GUAVIARE,95001,GRANADA DE MANO,2012-10-17,1
1189,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-18,1
1190,ARAUCA,TAME,81794,COMBUSTIBLE,2012-10-19,1
1191,VALLE DEL CAUCA,PRADERA,76563,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-19,1
1192,META,VILLAVICENCIO,50001,GRANADA DE MANO,2012-10-20,1
1193,ATLANTICO,JUAN DE ACOSTA,8372,GRANADA DE MANO,2012-10-24,1
1194,MAGDALENA,SANTA MARTA,47001,GRANADA DE MANO,2012-10-24,1
1195,META,PUERTO CONCORDIA,50450,GRANADA DE MANO,2012-10-24,1
1196,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-24,1
1197,GUAVIARE,SAN JOSÉ DEL GUAVIARE,95001,GRANADA DE MANO,2012-10-25,1
