FECHA HECHO	COD_DEPTO	DEPARTAMENTO	COD_MUNI	MUNICIPIO	TIPO DELITO	CANTIDAD
1/10/1996 0:00	5	ANTIOQUIA	5,045	APARTADO	SECUESTRO EXTORSIVO	2
1/10/1996 0:00	8	ATLÁNTICO	8,001	BARRANQUILLA	SECUESTRO EXTORSIVO	1
1/11/1996 0:00	15	BOYACÁ	15,572	PUERTO BOYACA	SECUESTRO EXTORSIVO	1
1/11/1996 0:00	41	HUILA	41,132	CAMPOALEGRE	SECUESTRO EXTORSIVO	1
1/12/1996 0:00	20	CESAR	20,175	CHIMICHAGUA	SECUESTRO EXTORSIVO	1
01/13/1996 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
01/13/1996 12:00:00 AM	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO EXTORSIVO	1
01/14/1996 12:00:00 AM	20	CESAR	20,517	PAILITAS	SECUESTRO EXTORSIVO	1
01/15/1996 12:00:00 AM	18	CAQUETÁ	18,001	FLORENCIA	SECUESTRO EXTORSIVO	1
01/16/1996 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	2
01/16/1996 12:00:00 AM	68	SANTANDER	68,547	PIEDECUESTA	SECUESTRO EXTORSIVO	1
01/17/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	4
01/17/1996 12:00:00 AM	20	CESAR	20,614	RIO DE ORO	SECUESTRO EXTORSIVO	1
01/17/1996 12:00:00 AM	41	HUILA	41,02	ALGECIRAS	SECUESTRO EXTORSIVO	1
01/17/1996 12:00:00 AM	47	MAGDALENA	47,058	ARIGUANI	SECUESTRO EXTORSIVO	1
01/17/1996 12:00:00 AM	54	NORTE DE SANTANDER	54,498	OCAÑA	SECUESTRO EXTORSIVO	1
01/18/1996 12:00:00 AM	5	ANTIOQUIA	5,847	URRAO	SECUESTRO EXTORSIVO	1
01/18/1996 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
01/18/1996 12:00:00 AM	54	NORTE DE SANTANDER	54,498	OCAÑA	SECUESTRO EXTORSIVO	1
01/18/1996 12:00:00 AM	68	SANTANDER	68,547	PIEDECUESTA	SECUESTRO EXTORSIVO	1
01/18/1996 12:00:00 AM	70	SUCRE	70,265	GUARANDA	SECUESTRO EXTORSIVO	1
01/19/1996 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
01/19/1996 12:00:00 AM	50	META	50,124	CABUYARO	SECUESTRO EXTORSIVO	1
01/20/1996 12:00:00 AM	5	ANTIOQUIA	5,642	SALGAR	SECUESTRO EXTORSIVO	1
01/20/1996 12:00:00 AM	85	CASANARE	85,162	MONTERREY	SECUESTRO EXTORSIVO	1
01/21/1996 12:00:00 AM	5	ANTIOQUIA	5,664	SAN PEDRO	SECUESTRO EXTORSIVO	1
01/21/1996 12:00:00 AM	8	ATLÁNTICO	8,638	SABANALARGA	SECUESTRO EXTORSIVO	1
01/21/1996 12:00:00 AM	20	CESAR	20,71	SAN ALBERTO	SECUESTRO EXTORSIVO	2
01/22/1996 12:00:00 AM	5	ANTIOQUIA	5,147	CAREPA	SECUESTRO EXTORSIVO	1
01/22/1996 12:00:00 AM	8	ATLÁNTICO	8,001	BARRANQUILLA	SECUESTRO EXTORSIVO	1
01/22/1996 12:00:00 AM	20	CESAR	20,4	LA JAGUA DE IBIRICO	SECUESTRO EXTORSIVO	3
01/22/1996 12:00:00 AM	70	SUCRE	70,713	SAN ONOFRE	SECUESTRO EXTORSIVO	1
01/23/1996 12:00:00 AM	41	HUILA	41,551	PITALITO	SECUESTRO EXTORSIVO	1
01/24/1996 12:00:00 AM	5	ANTIOQUIA	5,664	SAN PEDRO	SECUESTRO EXTORSIVO	1
01/24/1996 12:00:00 AM	19	CAUCA	19,701	SANTA ROSA	SECUESTRO EXTORSIVO	1
01/24/1996 12:00:00 AM	41	HUILA	41,551	PITALITO	SECUESTRO EXTORSIVO	2
01/24/1996 12:00:00 AM	54	NORTE DE SANTANDER	54,66	SALAZAR	SECUESTRO EXTORSIVO	1
01/24/1996 12:00:00 AM	85	CASANARE	85,001	YOPAL	SECUESTRO EXTORSIVO	1
01/25/1996 12:00:00 AM	5	ANTIOQUIA	5,856	VALPARAISO	SECUESTRO EXTORSIVO	1
01/25/1996 12:00:00 AM	47	MAGDALENA	47,288	FUNDACION	SECUESTRO EXTORSIVO	1
01/25/1996 12:00:00 AM	86	PUTUMAYO	86,32	ORITO	SECUESTRO EXTORSIVO	1
01/26/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	2
01/26/1996 12:00:00 AM	8	ATLÁNTICO	8,001	BARRANQUILLA	SECUESTRO EXTORSIVO	1
01/26/1996 12:00:00 AM	13	BOLÍVAR	13,654	SAN JACINTO	SECUESTRO EXTORSIVO	2
01/26/1996 12:00:00 AM	18	CAQUETÁ	18,256	EL PAUJIL	SECUESTRO EXTORSIVO	1
01/26/1996 12:00:00 AM	25	CUNDINAMARCA	25,377	LA CALERA	SECUESTRO EXTORSIVO	1
01/27/1996 12:00:00 AM	8	ATLÁNTICO	8,001	BARRANQUILLA	SECUESTRO EXTORSIVO	1
01/27/1996 12:00:00 AM	20	CESAR	20,71	SAN ALBERTO	SECUESTRO EXTORSIVO	2
01/28/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	2
01/28/1996 12:00:00 AM	5	ANTIOQUIA	5,045	APARTADO	SECUESTRO EXTORSIVO	1
01/28/1996 12:00:00 AM	20	CESAR	20,001	VALLEDUPAR	SECUESTRO EXTORSIVO	1
01/28/1996 12:00:00 AM	20	CESAR	20,621	LA PAZ	SECUESTRO EXTORSIVO	2
01/28/1996 12:00:00 AM	44	LA GUAJIRA	44,078	BARRANCAS	SECUESTRO EXTORSIVO	1
01/28/1996 12:00:00 AM	44	LA GUAJIRA	44,65	SAN JUAN DEL CESAR	SECUESTRO EXTORSIVO	1
01/29/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
01/29/1996 12:00:00 AM	5	ANTIOQUIA	5,756	SONSON	SECUESTRO EXTORSIVO	1
01/30/1996 12:00:00 AM	5	ANTIOQUIA	5,697	EL SANTUARIO	SECUESTRO EXTORSIVO	1
01/30/1996 12:00:00 AM	15	BOYACÁ	15,693	SANTA ROSA DE VITERBO	SECUESTRO EXTORSIVO	1
01/30/1996 12:00:00 AM	73	TOLIMA	73,675	SAN ANTONIO	SECUESTRO EXTORSIVO	1
01/31/1996 12:00:00 AM	68	SANTANDER	68,547	PIEDECUESTA	SECUESTRO EXTORSIVO	1
01/31/1996 12:00:00 AM	70	SUCRE	70,717	SAN PEDRO	SECUESTRO EXTORSIVO	1
2/01/1996 0:00	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
2/01/1996 0:00	52	NARIÑO	52,001	PASTO	SECUESTRO EXTORSIVO	1
2/02/1996 0:00	20	CESAR	20,55	PELAYA	SECUESTRO EXTORSIVO	1
2/02/1996 0:00	41	HUILA	41,078	BARAYA	SECUESTRO EXTORSIVO	1
2/02/1996 0:00	85	CASANARE	85,43	TRINIDAD	SECUESTRO EXTORSIVO	2
2/03/1996 0:00	5	ANTIOQUIA	5,642	SALGAR	SECUESTRO EXTORSIVO	1
2/03/1996 0:00	50	META	50,683	SAN JUAN DE ARAMA	SECUESTRO EXTORSIVO	1
2/04/1996 0:00	5	ANTIOQUIA	5,615	RIONEGRO	SECUESTRO EXTORSIVO	1
2/04/1996 0:00	20	CESAR	20,011	AGUACHICA	SECUESTRO EXTORSIVO	1
2/04/1996 0:00	70	SUCRE	70,508	OVEJAS	SECUESTRO EXTORSIVO	3
2/06/1996 0:00	5	ANTIOQUIA	5,101	CIUDAD BOLIVAR	SECUESTRO EXTORSIVO	1
2/06/1996 0:00	5	ANTIOQUIA	5,66	SAN LUIS	SECUESTRO EXTORSIVO	2
2/06/1996 0:00	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO EXTORSIVO	1
2/07/1996 0:00	20	CESAR	20,013	AGUSTIN CODAZZI	SECUESTRO EXTORSIVO	1
2/07/1996 0:00	44	LA GUAJIRA	44,001	RIOHACHA	SECUESTRO EXTORSIVO	1
2/07/1996 0:00	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO EXTORSIVO	1
2/07/1996 0:00	66	RISARALDA	66,001	PEREIRA	SECUESTRO EXTORSIVO	1
2/08/1996 0:00	5	ANTIOQUIA	5,66	SAN LUIS	SECUESTRO EXTORSIVO	2
2/08/1996 0:00	19	CAUCA	19,001	POPAYAN	SECUESTRO EXTORSIVO	1
2/09/1996 0:00	5	ANTIOQUIA	5,664	SAN PEDRO	SECUESTRO EXTORSIVO	1
2/09/1996 0:00	20	CESAR	20,013	AGUSTIN CODAZZI	SECUESTRO EXTORSIVO	1
2/10/1996 0:00	5	ANTIOQUIA	5,03	AMAGA	SECUESTRO EXTORSIVO	2
2/12/1996 0:00	5	ANTIOQUIA	5,315	GUADALUPE	SECUESTRO EXTORSIVO	1
2/12/1996 0:00	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
2/12/1996 0:00	27	CHOCÓ	27,001	QUIBDO	SECUESTRO EXTORSIVO	1
2/12/1996 0:00	81	ARAUCA	81,001	ARAUCA	SECUESTRO EXTORSIVO	2
02/13/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
02/13/1996 12:00:00 AM	47	MAGDALENA	47,288	FUNDACION	SECUESTRO EXTORSIVO	1
02/13/1996 12:00:00 AM	68	SANTANDER	68,001	BUCARAMANGA	SECUESTRO EXTORSIVO	1
02/14/1996 12:00:00 AM	20	CESAR	20,013	AGUSTIN CODAZZI	SECUESTRO EXTORSIVO	2
02/14/1996 12:00:00 AM	25	CUNDINAMARCA	25,807	TIBIRITA	SECUESTRO EXTORSIVO	1
02/14/1996 12:00:00 AM	41	HUILA	41,551	PITALITO	SECUESTRO EXTORSIVO	1
02/14/1996 12:00:00 AM	50	META	50,15	CASTILLA LA NUEVA	SECUESTRO EXTORSIVO	1
02/14/1996 12:00:00 AM	68	SANTANDER	68,001	BUCARAMANGA	SECUESTRO EXTORSIVO	1
02/15/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
02/15/1996 12:00:00 AM	63	QUINDÍO	63,001	ARMENIA	SECUESTRO EXTORSIVO	1
02/15/1996 12:00:00 AM	85	CASANARE	85,41	TAURAMENA	SECUESTRO EXTORSIVO	1
02/16/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
02/16/1996 12:00:00 AM	20	CESAR	20,228	CURUMANI	SECUESTRO EXTORSIVO	1
02/16/1996 12:00:00 AM	44	LA GUAJIRA	44,378	HATONUEVO	SECUESTRO EXTORSIVO	1
02/16/1996 12:00:00 AM	76	VALLE DEL CAUCA	76,13	CANDELARIA	SECUESTRO EXTORSIVO	1
02/17/1996 12:00:00 AM	50	META	50,68	SAN CARLOS DE GUAROA	SECUESTRO EXTORSIVO	1
02/17/1996 12:00:00 AM	66	RISARALDA	66,001	PEREIRA	SECUESTRO EXTORSIVO	1
02/18/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO SIMPLE	1
02/19/1996 12:00:00 AM	95	GUAVIARE	95,015	CALAMAR	SECUESTRO EXTORSIVO	1
02/20/1996 12:00:00 AM	5	ANTIOQUIA	5,756	SONSON	SECUESTRO EXTORSIVO	1
02/21/1996 12:00:00 AM	5	ANTIOQUIA	5,045	APARTADO	SECUESTRO EXTORSIVO	1
02/21/1996 12:00:00 AM	50	META	50,006	ACACIAS	SECUESTRO EXTORSIVO	1
02/22/1996 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
02/22/1996 12:00:00 AM	15	BOYACÁ	15,299	GARAGOA	SECUESTRO EXTORSIVO	1
02/22/1996 12:00:00 AM	54	NORTE DE SANTANDER	54,003	ABREGO	SECUESTRO EXTORSIVO	1
02/22/1996 12:00:00 AM	66	RISARALDA	66,088	BELEN DE UMBRIA	SECUESTRO EXTORSIVO	1
02/23/1996 12:00:00 AM	25	CUNDINAMARCA	25,885	YACOPI	SECUESTRO EXTORSIVO	1
02/24/1996 12:00:00 AM	8	ATLÁNTICO	8,421	LURUACO	SECUESTRO EXTORSIVO	2
02/25/1996 12:00:00 AM	27	CHOCÓ	27,361	ISTMINA	SECUESTRO EXTORSIVO	5
02/26/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
02/27/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
02/27/1996 12:00:00 AM	76	VALLE DEL CAUCA	76,895	ZARZAL	SECUESTRO EXTORSIVO	1
02/28/1996 12:00:00 AM	47	MAGDALENA	47,288	FUNDACION	SECUESTRO EXTORSIVO	1
02/28/1996 12:00:00 AM	76	VALLE DEL CAUCA	76,233	DAGUA	SECUESTRO EXTORSIVO	1
02/29/1996 12:00:00 AM	5	ANTIOQUIA	5,045	APARTADO	SECUESTRO EXTORSIVO	1
02/29/1996 12:00:00 AM	19	CAUCA	19,001	POPAYAN	SECUESTRO EXTORSIVO	2
02/29/1996 12:00:00 AM	23	CÓRDOBA	23,57	PUEBLO NUEVO	SECUESTRO EXTORSIVO	1
3/01/1996 0:00	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
3/01/1996 0:00	25	CUNDINAMARCA	25,53	PARATEBUENO	SECUESTRO EXTORSIVO	2
3/02/1996 0:00	5	ANTIOQUIA	5,172	CHIGORODO	SECUESTRO SIMPLE	1
3/02/1996 0:00	5	ANTIOQUIA	5,411	LIBORINA	SECUESTRO EXTORSIVO	1
3/02/1996 0:00	47	MAGDALENA	47,053	ARACATACA	SECUESTRO EXTORSIVO	1
3/03/1996 0:00	5	ANTIOQUIA	5,48	MUTATA	SECUESTRO EXTORSIVO	1
3/03/1996 0:00	66	RISARALDA	66,17	DOSQUEBRADAS	SECUESTRO EXTORSIVO	1
3/04/1996 0:00	76	VALLE DEL CAUCA	76,001	CALI	SECUESTRO EXTORSIVO	3
3/05/1996 0:00	5	ANTIOQUIA	5,411	LIBORINA	SECUESTRO EXTORSIVO	1
3/05/1996 0:00	76	VALLE DEL CAUCA	76,616	RIOFRIO	SECUESTRO EXTORSIVO	1
3/06/1996 0:00	5	ANTIOQUIA	5,197	COCORNA	SECUESTRO EXTORSIVO	1
3/06/1996 0:00	52	NARIÑO	52,835	SAN ANDRES DE TUMACO	SECUESTRO EXTORSIVO	2
3/06/1996 0:00	70	SUCRE	70,001	SINCELEJO	SECUESTRO EXTORSIVO	1
3/07/1996 0:00	5	ANTIOQUIA	5,69	SANTO DOMINGO	SECUESTRO EXTORSIVO	1
3/07/1996 0:00	47	MAGDALENA	47,288	FUNDACION	SECUESTRO EXTORSIVO	1
3/08/1996 0:00	18	CAQUETÁ	18,753	SAN VICENTE DEL CAGUAN	SECUESTRO EXTORSIVO	2
3/09/1996 0:00	20	CESAR	20,06	BOSCONIA	SECUESTRO EXTORSIVO	1
3/09/1996 0:00	47	MAGDALENA	47,288	FUNDACION	SECUESTRO EXTORSIVO	2
3/10/1996 0:00	44	LA GUAJIRA	44,279	FONSECA	SECUESTRO EXTORSIVO	1
3/11/1996 0:00	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	2
3/12/1996 0:00	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
3/12/1996 0:00	15	BOYACÁ	15,051	ARCABUCO	SECUESTRO EXTORSIVO	1
03/13/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
03/13/1996 12:00:00 AM	44	LA GUAJIRA	44,43	MAICAO	SECUESTRO EXTORSIVO	1
03/14/1996 12:00:00 AM	8	ATLÁNTICO	8,001	BARRANQUILLA	SECUESTRO EXTORSIVO	1
03/14/1996 12:00:00 AM	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO EXTORSIVO	2
03/14/1996 12:00:00 AM	54	NORTE DE SANTANDER	54,001	CUCUTA	SECUESTRO SIMPLE	1
03/15/1996 12:00:00 AM	47	MAGDALENA	47,288	FUNDACION	SECUESTRO EXTORSIVO	1
03/16/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
03/16/1996 12:00:00 AM	8	ATLÁNTICO	8,638	SABANALARGA	SECUESTRO EXTORSIVO	1
03/16/1996 12:00:00 AM	68	SANTANDER	68,081	BARRANCABERMEJA	SECUESTRO EXTORSIVO	1
03/17/1996 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
03/18/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
03/18/1996 12:00:00 AM	50	META	50,001	VILLAVICENCIO	SECUESTRO EXTORSIVO	1
03/18/1996 12:00:00 AM	66	RISARALDA	66,001	PEREIRA	SECUESTRO EXTORSIVO	1
03/18/1996 12:00:00 AM	70	SUCRE	70,771	SUCRE	SECUESTRO EXTORSIVO	2
03/19/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
03/19/1996 12:00:00 AM	5	ANTIOQUIA	5,045	APARTADO	SECUESTRO SIMPLE	1
03/19/1996 12:00:00 AM	54	NORTE DE SANTANDER	54,003	ABREGO	SECUESTRO EXTORSIVO	3
03/20/1996 12:00:00 AM	5	ANTIOQUIA	5,48	MUTATA	SECUESTRO EXTORSIVO	2
03/20/1996 12:00:00 AM	5	ANTIOQUIA	5,756	SONSON	SECUESTRO EXTORSIVO	1
03/20/1996 12:00:00 AM	13	BOLÍVAR	13,001	CARTAGENA	SECUESTRO EXTORSIVO	1
03/21/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	2
03/21/1996 12:00:00 AM	13	BOLÍVAR	13,67	SAN PABLO	SECUESTRO EXTORSIVO	1
03/21/1996 12:00:00 AM	17	CALDAS	17,001	MANIZALES	SECUESTRO EXTORSIVO	1
03/21/1996 12:00:00 AM	27	CHOCÓ	27,361	ISTMINA	SECUESTRO EXTORSIVO	1
03/21/1996 12:00:00 AM	68	SANTANDER	68,575	PUERTO WILCHES	SECUESTRO EXTORSIVO	1
03/22/1996 12:00:00 AM	13	BOLÍVAR	13,473	MORALES	SECUESTRO EXTORSIVO	1
03/22/1996 12:00:00 AM	41	HUILA	41,016	AIPE	SECUESTRO EXTORSIVO	1
03/22/1996 12:00:00 AM	50	META	50,001	VILLAVICENCIO	SECUESTRO EXTORSIVO	1
03/23/1996 12:00:00 AM	5	ANTIOQUIA	5,628	SABANALARGA	SECUESTRO EXTORSIVO	2
03/23/1996 12:00:00 AM	5	ANTIOQUIA	5,658	SAN JOSE DE LA MONTAÑA	SECUESTRO SIMPLE	1
03/23/1996 12:00:00 AM	54	NORTE DE SANTANDER	54,498	OCAÑA	SECUESTRO EXTORSIVO	1
03/23/1996 12:00:00 AM	66	RISARALDA	66,001	PEREIRA	SECUESTRO EXTORSIVO	1
03/24/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	2
03/24/1996 12:00:00 AM	66	RISARALDA	66,001	PEREIRA	SECUESTRO EXTORSIVO	1
03/24/1996 12:00:00 AM	70	SUCRE	70,429	MAJAGUAL	SECUESTRO EXTORSIVO	5
03/24/1996 12:00:00 AM	76	VALLE DEL CAUCA	76,001	CALI	SECUESTRO EXTORSIVO	1
03/25/1996 12:00:00 AM	20	CESAR	20,013	AGUSTIN CODAZZI	SECUESTRO EXTORSIVO	1
03/25/1996 12:00:00 AM	20	CESAR	20,614	RIO DE ORO	SECUESTRO EXTORSIVO	2
03/25/1996 12:00:00 AM	47	MAGDALENA	47,001	SANTA MARTA	SECUESTRO EXTORSIVO	1
03/26/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
03/26/1996 12:00:00 AM	20	CESAR	20,013	AGUSTIN CODAZZI	SECUESTRO EXTORSIVO	1
03/26/1996 12:00:00 AM	76	VALLE DEL CAUCA	76,834	TULUA	SECUESTRO EXTORSIVO	1
03/26/1996 12:00:00 AM	81	ARAUCA	81,001	ARAUCA	SECUESTRO EXTORSIVO	1
03/27/1996 12:00:00 AM	5	ANTIOQUIA	5,318	GUARNE	SECUESTRO EXTORSIVO	2
03/27/1996 12:00:00 AM	76	VALLE DEL CAUCA	76,001	CALI	SECUESTRO EXTORSIVO	1
03/28/1996 12:00:00 AM	13	BOLÍVAR	13,001	CARTAGENA	SECUESTRO EXTORSIVO	1
03/28/1996 12:00:00 AM	13	BOLÍVAR	13,43	MAGANGUE	SECUESTRO EXTORSIVO	1
03/28/1996 12:00:00 AM	20	CESAR	20,71	SAN ALBERTO	SECUESTRO SIMPLE	1
03/28/1996 12:00:00 AM	81	ARAUCA	81,3	FORTUL	SECUESTRO EXTORSIVO	1
03/29/1996 12:00:00 AM	5	ANTIOQUIA	5,001	MEDELLIN	SECUESTRO EXTORSIVO	1
03/29/1996 12:00:00 AM	41	HUILA	41,668	SAN AGUSTIN	SECUESTRO EXTORSIVO	1
03/29/1996 12:00:00 AM	47	MAGDALENA	47,288	FUNDACION	SECUESTRO EXTORSIVO	1
03/30/1996 12:00:00 AM	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
03/30/1996 12:00:00 AM	20	CESAR	20,71	SAN ALBERTO	SECUESTRO SIMPLE	1
03/30/1996 12:00:00 AM	50	META	50,313	GRANADA	SECUESTRO EXTORSIVO	1
03/31/1996 12:00:00 AM	70	SUCRE	70,001	SINCELEJO	SECUESTRO EXTORSIVO	1
03/31/1996 12:00:00 AM	85	CASANARE	85,001	YOPAL	SECUESTRO EXTORSIVO	1
4/01/1996 0:00	5	ANTIOQUIA	5,854	VALDIVIA	SECUESTRO SIMPLE	2
4/01/1996 0:00	8	ATLÁNTICO	8,001	BARRANQUILLA	SECUESTRO EXTORSIVO	1
4/02/1996 0:00	5	ANTIOQUIA	5,197	COCORNA	SECUESTRO EXTORSIVO	1
4/02/1996 0:00	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
4/02/1996 0:00	66	RISARALDA	66,001	PEREIRA	SECUESTRO EXTORSIVO	1
4/03/1996 0:00	54	NORTE DE SANTANDER	54,003	ABREGO	SECUESTRO EXTORSIVO	1
4/03/1996 0:00	68	SANTANDER	68,077	BARBOSA	SECUESTRO EXTORSIVO	1
4/06/1996 0:00	5	ANTIOQUIA	5,656	SAN JERONIMO	SECUESTRO EXTORSIVO	1
4/06/1996 0:00	76	VALLE DEL CAUCA	76,001	CALI	SECUESTRO SIMPLE	1
4/07/1996 0:00	85	CASANARE	85,001	YOPAL	SECUESTRO EXTORSIVO	1
4/08/1996 0:00	8	ATLÁNTICO	8,001	BARRANQUILLA	SECUESTRO EXTORSIVO	1
4/08/1996 0:00	20	CESAR	20,621	LA PAZ	SECUESTRO EXTORSIVO	4
4/08/1996 0:00	44	LA GUAJIRA	44,855	URUMITA	SECUESTRO EXTORSIVO	1
4/08/1996 0:00	47	MAGDALENA	47,189	CIENAGA	SECUESTRO EXTORSIVO	1
4/08/1996 0:00	52	NARIÑO	52,079	BARBACOAS	SECUESTRO EXTORSIVO	2
4/08/1996 0:00	76	VALLE DEL CAUCA	76,834	TULUA	SECUESTRO EXTORSIVO	1
4/08/1996 0:00	81	ARAUCA	81,065	ARAUQUITA	SECUESTRO EXTORSIVO	1
4/09/1996 0:00	11	BOGOTÁ D.C.	11,001	BOGOTA, D.C.	SECUESTRO EXTORSIVO	1
4/09/1996 0:00	68	SANTANDER	68,255	EL PLAYON	SECUESTRO EXTORSIVO	1
4/09/1996 0:00	68	SANTANDER	68,615	RIONEGRO	SECUESTRO EXTORSIVO	1
4/09/1996 0:00	70	SUCRE	70,429	MAJAGUAL	SECUESTRO EXTORSIVO	1
4/09/1996 0:00	76	VALLE DEL CAUCA	76,111	GUADALAJARA DE BUGA	SECUESTRO SIMPLE	1
4/10/1996 0:00	5	ANTIOQUIA	5,264	ENTRERRIOS	SECUESTRO EXTORSIVO	1
4/10/1996 0:00	18	CAQUETÁ	18,001	FLORENCIA	SECUESTRO EXTORSIVO	1
4/10/1996 0:00	19	CAUCA	19,001	POPAYAN	SECUESTRO EXTORSIVO	1
