DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,TIPO DE HURTO,CANTIDAD
QUINDIO,SALENTO,63690,SIN EMPLEO DE ARMAS,31/07/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BARRANCABERMEJA,68081,SIN EMPLEO DE ARMAS,31/07/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BARRANCABERMEJA,68081,SIN EMPLEO DE ARMAS,31/07/2019,NO REPORTADO,NO REPORTADO,HURTO ABIGEATO,1
TOLIMA,MURILLO,73461,SIN EMPLEO DE ARMAS,31/07/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VICHADA,PUERTO CARREÑO,99001,SIN EMPLEO DE ARMAS,31/07/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,MAGANGUÉ,13430,ARMA BLANCA / CORTOPUNZANTE,1/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL,85001,ARMA BLANCA / CORTOPUNZANTE,1/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CHOCÓ,RIOSUCIO,27615,NO REPORTADO,1/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GUACHETÁ,25317,NO REPORTADO,1/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,UBATÉ,25843,NO REPORTADO,1/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,PURIFICACIÓN,73585,NO REPORTADO,1/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,YONDO,5893,SIN EMPLEO DE ARMAS,1/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,ALTOS DEL ROSARIO,13030,SIN EMPLEO DE ARMAS,1/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,SAN ALBERTO,20710,SIN EMPLEO DE ARMAS,1/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAMPUÉS,70670,SIN EMPLEO DE ARMAS,1/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,CALAMAR,13140,NO REPORTADO,2/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,SAN VICENTE,5674,SIN EMPLEO DE ARMAS,2/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,CAMPO DE LA CRUZ,8137,SIN EMPLEO DE ARMAS,2/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,PALMAR DE VARELA,8520,SIN EMPLEO DE ARMAS,2/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SANTA ROSA DE VITERBO,15693,SIN EMPLEO DE ARMAS,2/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,MERCADERES,19450,SIN EMPLEO DE ARMAS,2/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,CHIVOLÓ,47170,SIN EMPLEO DE ARMAS,2/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,CUASPUD,52224,SIN EMPLEO DE ARMAS,2/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUÉ,73001,SIN EMPLEO DE ARMAS,2/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,CALDAS,5129,ARMA DE FUEGO,3/08/2019,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
CUNDINAMARCA,MOSQUERA,25473,ARMA DE FUEGO,3/08/2019,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
BOLIVAR,EL CARMEN DE BOLÍVAR,13244,ARMA BLANCA / CORTOPUNZANTE,3/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
LA GUAJIRA,RIOHACHA,44001,ARMA BLANCA / CORTOPUNZANTE,3/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,COTA,25214,NO REPORTADO,3/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SANTA ROSA DE VITERBO,15693,SIN EMPLEO DE ARMAS,3/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,MANIZALES,17001,SIN EMPLEO DE ARMAS,3/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,SIN EMPLEO DE ARMAS,3/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,LA PAZ,20621,SIN EMPLEO DE ARMAS,3/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,TAMALAMEQUE,20787,SIN EMPLEO DE ARMAS,3/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GUACHETÁ,25317,SIN EMPLEO DE ARMAS,3/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,PITALITO,41551,SIN EMPLEO DE ARMAS,3/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,CAJAMARCA,73124,SIN EMPLEO DE ARMAS,3/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,LENGUAZAQUE,25407,ARMA BLANCA / CORTOPUNZANTE,4/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ALVARADO,73026,ARMA BLANCA / CORTOPUNZANTE,4/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,USIACURÍ,8849,SIN EMPLEO DE ARMAS,4/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,EL CARMEN DE BOLÍVAR,13244,SIN EMPLEO DE ARMAS,4/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GUADUAS,25320,SIN EMPLEO DE ARMAS,4/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,TÚQUERRES,52838,SIN EMPLEO DE ARMAS,4/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,OIBA,68500,SIN EMPLEO DE ARMAS,4/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,ANSERMANUEVO,76041,SIN EMPLEO DE ARMAS,4/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,LA CUMBRE,76377,SIN EMPLEO DE ARMAS,4/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,CACERES,5120,ARMA DE FUEGO,5/08/2019,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,LA PINTADA,5390,ARMA DE FUEGO,5/08/2019,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
HUILA,BARAYA,41078,ARMA BLANCA / CORTOPUNZANTE,5/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,EL PASO,20250,NO REPORTADO,5/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,LA JAGUA DE IBIRICO,20400,NO REPORTADO,5/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,EL DORADO,50270,NO REPORTADO,5/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,JUAN DE ACOSTA,8372,SIN EMPLEO DE ARMAS,5/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,SABANALARGA,8638,SIN EMPLEO DE ARMAS,5/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,RÍO VIEJO,13600,SIN EMPLEO DE ARMAS,5/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANÍ,85139,SIN EMPLEO DE ARMAS,5/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,NUNCHÍA,85225,SIN EMPLEO DE ARMAS,5/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL,85001,SIN EMPLEO DE ARMAS,5/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYÁN,19001,SIN EMPLEO DE ARMAS,5/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,LA CALERA,25377,SIN EMPLEO DE ARMAS,5/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,UBATÉ,25843,SIN EMPLEO DE ARMAS,5/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,SAN VICENTE DE CHUCURÍ,68689,SIN EMPLEO DE ARMAS,5/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ESPINAL,73268,SIN EMPLEO DE ARMAS,5/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUÉ,73001,SIN EMPLEO DE ARMAS,5/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,CHIPAQUE,25178,ARMA BLANCA / CORTOPUNZANTE,6/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,ACACÍAS,50006,ARMA BLANCA / CORTOPUNZANTE,6/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,PUENTE NACIONAL,68572,NO REPORTADO,6/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,ALTOS DEL ROSARIO,13030,SIN EMPLEO DE ARMAS,6/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,DUITAMA,15238,SIN EMPLEO DE ARMAS,6/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125,SIN EMPLEO DE ARMAS,6/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,PURÍSIMA,23586,SIN EMPLEO DE ARMAS,6/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,FACATATIVÁ,25269,SIN EMPLEO DE ARMAS,6/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,MADRID,25430,SIN EMPLEO DE ARMAS,6/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,SABANA DE TORRES,68655,SIN EMPLEO DE ARMAS,6/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MONTERREY,85162,ARMA BLANCA / CORTOPUNZANTE,7/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GUASCA,25322,ARMA BLANCA / CORTOPUNZANTE,7/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,ALGARROBO,47030,ARMA BLANCA / CORTOPUNZANTE,7/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,PIVIJAY,47551,ARMA BLANCA / CORTOPUNZANTE,7/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,PUERTO BOYACÁ,15572,SIN EMPLEO DE ARMAS,7/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,CHINÚ,23182,SIN EMPLEO DE ARMAS,7/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,OIBA,68500,SIN EMPLEO DE ARMAS,7/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,RIOBLANCO,73616,SIN EMPLEO DE ARMAS,7/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,CALI,76001,SIN EMPLEO DE ARMAS,7/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,TULUÁ,76834,ARMA DE FUEGO,8/08/2019,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ATLANTICO,CAMPO DE LA CRUZ,8137,ARMA BLANCA / CORTOPUNZANTE,8/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,TIMBÍO,19807,ARMA BLANCA / CORTOPUNZANTE,8/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,CUMARAL,50226,ARMA BLANCA / CORTOPUNZANTE,8/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,2
ANTIOQUIA,ENTRERRIOS,5264,SIN EMPLEO DE ARMAS,8/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,MANATÍ,8436,SIN EMPLEO DE ARMAS,8/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,ARAUQUITA,81065,ARMA DE FUEGO,9/08/2019,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,SANTO DOMINGO,5690,SIN EMPLEO DE ARMAS,9/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,MONGUA,15464,SIN EMPLEO DE ARMAS,9/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,MONGUA,15464,SIN EMPLEO DE ARMAS,9/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL,85001,SIN EMPLEO DE ARMAS,9/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,PATÍA,19532,SIN EMPLEO DE ARMAS,9/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYÁN,19001,SIN EMPLEO DE ARMAS,9/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,SAHAGÚN,23660,SIN EMPLEO DE ARMAS,9/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,CAJICÁ,25126,SIN EMPLEO DE ARMAS,9/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,PAIME,25518,SIN EMPLEO DE ARMAS,9/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,MAPIRIPÁN,50325,SIN EMPLEO DE ARMAS,9/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,MOSQUERA,25473,ARMA DE FUEGO,10/08/2019,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
VALLE DEL CAUCA,CALI,76001,ARMA DE FUEGO,10/08/2019,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
CASANARE,PAZ DE ARIPORO,85250,ARMA BLANCA / CORTOPUNZANTE,10/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
VICHADA,PUERTO CARREÑO,99001,ARMA BLANCA / CORTOPUNZANTE,10/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125,SIN EMPLEO DE ARMAS,10/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,ANAPOIMA,25035,SIN EMPLEO DE ARMAS,10/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,SAN MARTÍN,50689,SIN EMPLEO DE ARMAS,10/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ATACO,73067,SIN EMPLEO DE ARMAS,10/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,BARRANQUILLA,8001,ARMA DE FUEGO,11/08/2019,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
BOGOTA D.C.,BOGOTÁ D.C.,11001,ARMA DE FUEGO,11/08/2019,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
META,VILLAVICENCIO,50001,ARMA BLANCA / CORTOPUNZANTE,11/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,SAN JUAN NEPOMUCENO,13657,CONTUNDENTES,11/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,MANAURE,20443,SIN EMPLEO DE ARMAS,11/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOGOTA D.C.,BOGOTÁ D.C.,11001,SIN EMPLEO DE ARMAS,11/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SIBATÉ,25740,SIN EMPLEO DE ARMAS,11/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,PALERMO,41524,SIN EMPLEO DE ARMAS,11/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUSTÍN CODAZZI,20013,NO REPORTADO,12/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,ARBELÁEZ,25053,NO REPORTADO,12/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,URRAO,5847,SIN EMPLEO DE ARMAS,12/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,SAN JUAN NEPOMUCENO,13657,SIN EMPLEO DE ARMAS,12/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SABOYÁ,15632,SIN EMPLEO DE ARMAS,12/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,CHINÚ,23182,SIN EMPLEO DE ARMAS,12/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,FUNDACIÓN,47288,SIN EMPLEO DE ARMAS,12/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO,50001,SIN EMPLEO DE ARMAS,12/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN BENITO ABAD,70678,SIN EMPLEO DE ARMAS,12/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,GUADUAS,25320,ARMA BLANCA / CORTOPUNZANTE,13/08/2019,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
CESAR,AGUACHICA,20011,ARMA DE FUEGO,13/08/2019,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
BOGOTA D.C.,BOGOTÁ D.C.,11001,ARMA DE FUEGO,13/08/2019,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
BOYACA,TUNJA,15001,SIN EMPLEO DE ARMAS,13/08/2019,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
BOLIVAR,RÍO VIEJO,13600,ARMA BLANCA / CORTOPUNZANTE,13/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,GUACHENE,19300,NO REPORTADO,13/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,MARÍA LA BAJA,13442,SIN EMPLEO DE ARMAS,13/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,COGUA,25200,SIN EMPLEO DE ARMAS,13/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,FUNZA,25286,SIN EMPLEO DE ARMAS,13/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,TOPAIPÍ,25823,SIN EMPLEO DE ARMAS,13/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
LA GUAJIRA,DIBULLA,44090,ARMA BLANCA / CORTOPUNZANTE,14/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
LA GUAJIRA,RIOHACHA,44001,ARMA BLANCA / CORTOPUNZANTE,14/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO,50001,ARMA BLANCA / CORTOPUNZANTE,14/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BARBOSA,5079,SIN EMPLEO DE ARMAS,14/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,EL SANTUARIO,5697,SIN EMPLEO DE ARMAS,14/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,MOTAVITA,15476,SIN EMPLEO DE ARMAS,14/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,PESCA,15542,SIN EMPLEO DE ARMAS,14/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,SAN LUIS DE PALENQUE,85325,SIN EMPLEO DE ARMAS,14/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
LA GUAJIRA,URIBIA,44847,SIN EMPLEO DE ARMAS,14/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,IPIALES,52356,SIN EMPLEO DE ARMAS,14/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN JUAN BETULIA,70702,SIN EMPLEO DE ARMAS,14/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,GUAMO,73319,SIN EMPLEO DE ARMAS,14/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOGOTA D.C.,BOGOTÁ D.C.,11001,ARMA DE FUEGO,15/08/2019,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
MAGDALENA,SANTA MARTA,47001,ARMA DE FUEGO,15/08/2019,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
BOGOTA D.C.,BOGOTÁ D.C.,11001,ARMA DE FUEGO,15/08/2019,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
CASANARE,AGUAZUL,85010,ARMA BLANCA / CORTOPUNZANTE,15/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,YARUMAL,5887,SIN EMPLEO DE ARMAS,15/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUSTÍN CODAZZI,20013,SIN EMPLEO DE ARMAS,15/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,CHIPAQUE,25178,SIN EMPLEO DE ARMAS,15/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SESQUILÉ,25736,SIN EMPLEO DE ARMAS,15/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,SAN MARTÍN,50689,SIN EMPLEO DE ARMAS,15/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,CAICEDONIA,76122,SIN EMPLEO DE ARMAS,15/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,PALMIRA,76520,SIN EMPLEO DE ARMAS,15/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,BARRANQUILLA,8001,ARMA DE FUEGO,16/08/2019,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
MAGDALENA,ALGARROBO,47030,NO REPORTADO,16/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,PINILLOS,13549,SIN EMPLEO DE ARMAS,16/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SOGAMOSO,15759,SIN EMPLEO DE ARMAS,16/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,TRINIDAD,85430,SIN EMPLEO DE ARMAS,16/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,EL COLEGIO,25245,SIN EMPLEO DE ARMAS,16/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,TENJO,25799,SIN EMPLEO DE ARMAS,16/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,NEIVA,41001,SIN EMPLEO DE ARMAS,16/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,TOLÚ,70820,SIN EMPLEO DE ARMAS,16/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,FRESNO,73283,SIN EMPLEO DE ARMAS,16/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,GUAMO,73319,SIN EMPLEO DE ARMAS,16/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,BUGALAGRANDE,76113,SIN EMPLEO DE ARMAS,16/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,MANÍ,85139,ARMA BLANCA / CORTOPUNZANTE,17/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,BOSCONIA,20060,ARMA BLANCA / CORTOPUNZANTE,17/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SAN BERNARDO,25649,ARMA BLANCA / CORTOPUNZANTE,17/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,CIÉNAGA,47189,ARMA BLANCA / CORTOPUNZANTE,17/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,PUERTO TEJADA,19573,NO REPORTADO,17/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,IZA,15362,SIN EMPLEO DE ARMAS,17/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,RECETOR,85279,SIN EMPLEO DE ARMAS,17/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,LA JAGUA DE IBIRICO,20400,SIN EMPLEO DE ARMAS,17/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SOACHA,25754,SIN EMPLEO DE ARMAS,17/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NORTE DE SANTANDER,CHITAGÁ,54174,SIN EMPLEO DE ARMAS,17/08/2019,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,TOLUVIEJO,70823,ARMA BLANCA / CORTOPUNZANTE,18/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,EL COLEGIO,25245,SIN EMPLEO DE ARMAS,18/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,FUNZA,25286,SIN EMPLEO DE ARMAS,18/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,ANDES,5034,SIN EMPLEO DE ARMAS,19/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,ARJONA,13052,SIN EMPLEO DE ARMAS,19/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,TIERRALTA,23807,SIN EMPLEO DE ARMAS,19/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
LA GUAJIRA,ALBANIA,44035,SIN EMPLEO DE ARMAS,19/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,OVEJAS,70508,SIN EMPLEO DE ARMAS,19/08/2019,MASCULINO,ADULTOS,HURTO ABIGEATO,2
BOGOTA D.C.,BOGOTÁ D.C.,11001,ARMA DE FUEGO,20/08/2019,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
NORTE DE SANTANDER,EL TARRA,54250,ARMA DE FUEGO,20/08/2019,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
BOGOTA D.C.,BOGOTÁ D.C.,11001,SIN EMPLEO DE ARMAS,20/08/2019,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
